location,year,month,season,tmax_avg,tmax_max,tmin_avg,tmin_min,gdd_avg,prcp_avg,lat,long,alt
vancouver,1977,7,Summer,20.71483871,25,11.48387097,8,16.09935484,40.97419355,49.2237,-123.1636,24
vancouver,1977,8,Summer,23.46774194,31,13.32258065,8,18.39516129,56.5483871,49.2237,-123.1636,24
vancouver,1977,9,Fall,17.536,21.13,9.1,5,13.318,58.35,49.2237,-123.1636,24
vancouver,1977,10,Fall,14.38612903,22.25,5.096774194,1,9.741451613,37.89354839,49.2237,-123.1636,24
vancouver,1977,11,Fall,9.938,21.53,1.1,-8,5.519,72.20888889,49.2237,-123.1636,24
vancouver,1978,0,Winter,8.218387097,16.09,-0.8790322581,-6,3.669677419,61.53870968,49.2237,-123.1636,24
vancouver,1978,1,Winter,7.818064516,19.24,0.344516129,-8,4.081290323,46.08387097,49.2237,-123.1636,24
vancouver,1978,2,Winter,11.50892857,24.32,1.214285714,-3,6.361607143,41.61785714,49.2237,-123.1636,24
vancouver,1978,3,Spring,11.41322581,21.52,2.870967742,-3,7.142096774,43.03870968,49.2237,-123.1636,24
vancouver,1978,4,Spring,15.23,27.66,4.625,1,9.9275,48.51666667,49.2237,-123.1636,24
vancouver,1978,5,Spring,15.83645161,27.66,6.64516129,4,11.24080645,43.91290323,49.2237,-123.1636,24
vancouver,1978,6,Summer,20.90233333,26,11.33333333,9,16.11783333,51.36,49.2237,-123.1636,24
vancouver,1978,7,Summer,23.35322581,29,12.45612903,9,17.90467742,46.55806452,49.2237,-123.1636,24
vancouver,1978,8,Summer,22.02903226,30,12.29032258,10,17.15967742,62.06451613,49.2237,-123.1636,24
vancouver,1978,9,Fall,18.645,31.23,9.833333333,6,14.23916667,40.94666667,49.2237,-123.1636,24
vancouver,1978,10,Fall,15.4783871,24.03,5.603548387,1,10.54096774,37.24193548,49.2237,-123.1636,24
vancouver,1978,11,Fall,8.418,22.54,-0.3333333333,-7,4.042333333,63.53666667,49.2237,-123.1636,24
vancouver,1979,0,Winter,6.69516129,19.24,-1.741935484,-14,2.476612903,44.87132616,49.2237,-123.1636,24
vancouver,1979,1,Winter,5.228064516,19.24,-4.061290323,-14,0.5833870968,30.93709522,49.2237,-123.1636,24
vancouver,1979,2,Winter,9.134642857,31.18,-0.2932142857,-7,4.420714286,69.27142857,49.2237,-123.1636,24
vancouver,1979,3,Spring,12.3516129,24.33,1.967741935,-1,7.159677419,11.46451613,49.2237,-123.1636,24
vancouver,1979,4,Spring,14.812,31.23,3.995333333,0,9.403666667,24.55666667,49.2237,-123.1636,24
vancouver,1979,5,Spring,17.1,22.8,7.443225806,0.63,12.2716129,23.42903226,49.2237,-123.1636,24
vancouver,1979,6,Summer,19.475,32.76,9.749666667,7,14.61233333,12.64333333,49.2237,-123.1636,24
vancouver,1979,7,Summer,23.52935484,33.29,12.04806452,8,17.78870968,11.85806452,49.2237,-123.1636,24
vancouver,1979,8,Summer,22.65252292,32.76,11.99333921,8.081757746,17.32293106,24.22231409,49.2237,-123.1636,24
vancouver,1979,9,Fall,20.68080351,33.29,11.04239192,8,15.86159772,36.48319561,49.2237,-123.1636,24
vancouver,1979,10,Fall,14.70032258,24.32,6.8,-0.5,10.75016129,26.6516129,49.2237,-123.1636,24
vancouver,1979,11,Fall,9.638,17.65,0.6823333333,-4,5.160166667,26.82333333,49.2237,-123.1636,24
vancouver,1980,0,Winter,10.38516129,24.33,2.71483871,-2,6.55,79.41935484,49.2237,-123.1636,24
vancouver,1980,1,Winter,6.793870968,28.59,-3.200645161,-11,1.796612903,30.30537634,49.2237,-123.1636,24
vancouver,1980,2,Winter,9.789655172,20.36,2.141724138,-3,5.965689655,47.14482759,49.2237,-123.1636,24
vancouver,1980,3,Spring,10.71935484,31.31,2.100645161,-3,6.41,26.30322581,49.2237,-123.1636,24
vancouver,1980,4,Spring,15.88813684,31.23,4.670725258,1,10.27943105,29.59986228,49.2237,-123.1636,24
vancouver,1980,5,Spring,17.02580645,22,7.579032258,4,12.30241935,18.36774194,49.2237,-123.1636,24
vancouver,1980,6,Summer,19.395,33.29,9.754333333,0.63,14.57466667,38.24333333,49.2237,-123.1636,24
vancouver,1980,7,Summer,21.29096774,32.76,11.52903226,5.67,16.41,16.83225806,49.2237,-123.1636,24
vancouver,1980,8,Summer,20.19548387,26,11.62387097,5.67,15.90967742,14.80322581,49.2237,-123.1636,24
vancouver,1980,9,Fall,18.91066667,32.76,9.675666667,5.6,14.29316667,35.06666667,49.2237,-123.1636,24
vancouver,1980,10,Fall,17.71258065,31.31,5.499032258,1,11.60580645,23.01290323,49.2237,-123.1636,24
vancouver,1980,11,Fall,11.94366667,24.33,4.019666667,-2,7.981666667,49.56333333,49.2237,-123.1636,24
vancouver,1981,0,Winter,10.29419355,28.73,2.411935484,-12,6.353064516,37.96129032,49.2237,-123.1636,24
vancouver,1981,1,Winter,10.71967742,24.33,1.881290323,-1,6.300483871,19.56451613,49.2237,-123.1636,24
vancouver,1981,2,Winter,10.37892857,31.31,1.178214286,-8,5.778571429,36.65714286,49.2237,-123.1636,24
vancouver,1981,3,Spring,13.08290323,19.87,2.821612903,0,7.952258065,45.25806452,49.2237,-123.1636,24
vancouver,1981,4,Spring,13.8,31.31,4.044,0,8.922,47.18,49.2237,-123.1636,24
vancouver,1981,5,Spring,17.33354839,32.76,7.967741935,4,12.65064516,30.07096774,49.2237,-123.1636,24
vancouver,1981,6,Summer,17.945,22,9.633333333,6,13.78916667,30.17333333,49.2237,-123.1636,24
vancouver,1981,7,Summer,21.64709677,33.29,13,10,17.32354839,27.72580645,49.2237,-123.1636,24
vancouver,1981,8,Summer,23.59290323,33.29,13.87096774,10,18.73193548,10.99677419,49.2237,-123.1636,24
vancouver,1981,9,Fall,21.66366667,33.29,10.33333333,6,15.9985,24.13666667,49.2237,-123.1636,24
vancouver,1981,10,Fall,13.68580645,22.8,5.516129032,1,9.600967742,39.22580645,49.2237,-123.1636,24
vancouver,1981,11,Fall,12.47233333,19.51,3.855,-1,8.163666667,52.36333333,49.2237,-123.1636,24
vancouver,1982,0,Winter,8.567096774,19.29,0.6990322581,-4,4.633064516,62.46129032,49.2237,-123.1636,24
vancouver,1982,1,Winter,9.087309447,27.78,-0.4767741935,-11.9,4.305267627,116.6774194,49.2237,-123.1636,24
vancouver,1982,2,Winter,10.96656746,23.42,0.7,-5.2,5.83328373,80,49.2237,-123.1636,24
vancouver,1982,3,Spring,11.00451613,29.25,1.000322581,-1.6,6.002419355,22.95806452,49.2237,-123.1636,24
vancouver,1982,4,Spring,14.19066667,27.43,2.592,0.1,8.391333333,34.79333333,49.2237,-123.1636,24
vancouver,1982,5,Spring,18.18387097,34.47,6.957096774,3.8,12.57048387,14.00322581,49.2237,-123.1636,24
vancouver,1982,6,Summer,21.54877778,33.62,11.65666667,8.3,16.60272222,21.23333333,49.2237,-123.1636,24
vancouver,1982,7,Summer,21.02354839,33.48,11.88935484,4.83,16.45645161,26.60967742,49.2237,-123.1636,24
vancouver,1982,8,Summer,20.80887097,33.29,11.71967742,5.67,16.26427419,21.640553,49.2237,-123.1636,24
vancouver,1982,9,Fall,20.443,35.23,9.930666667,3.6,15.18683333,21.00333333,49.2237,-123.1636,24
vancouver,1982,10,Fall,16.05107015,34.61,5.755376344,-0.2,10.90322325,72.53870968,49.2237,-123.1636,24
vancouver,1982,11,Fall,11.30351146,25.06,-0.1266666667,-5.7,5.588422395,56.73333333,49.2237,-123.1636,24
vancouver,1983,0,Winter,9.175241935,22.3,1.549677419,-5.4,5.362459677,51.09677419,49.2237,-123.1636,24
vancouver,1983,1,Winter,13.20526357,33.66,2.403005802,-5.4,7.804134685,60.90967742,49.2237,-123.1636,24
vancouver,1983,2,Winter,12.01965986,20.4,2.427142857,-3.6,7.223401361,90.55,49.2237,-123.1636,24
vancouver,1983,3,Spring,14.22343786,26.74,3.899032258,-0.6,9.061235057,54.08387097,49.2237,-123.1636,24
vancouver,1983,4,Spring,17.47569525,33.79,4.509,1.9,10.99234762,51.66333333,49.2237,-123.1636,24
vancouver,1983,5,Spring,19.64645161,33.48,8.565806452,5,14.10612903,14.64516129,49.2237,-123.1636,24
vancouver,1983,6,Summer,21.00183333,33.62,10.40166667,5.67,15.70175,23.29666667,49.2237,-123.1636,24
vancouver,1983,7,Summer,21.57774194,33.62,11.71806452,7.73,16.64790323,30.16451613,49.2237,-123.1636,24
vancouver,1983,8,Summer,21.10967742,33.29,12.52193548,5.67,16.81580645,9.364516129,49.2237,-123.1636,24
vancouver,1983,9,Fall,18.14466667,26.88,8.81,3.6,13.47733333,28.54666667,49.2237,-123.1636,24
vancouver,1983,10,Fall,14.10946237,18.09,5.004193548,1.7,9.556827957,32.29032258,49.2237,-123.1636,24
vancouver,1983,11,Fall,12.12547818,19.5,5.137333333,-2.5,8.631405758,119.9433333,49.2237,-123.1636,24
vancouver,1984,0,Winter,8.482473118,33.35,-2.57,-13.2,2.956236559,32.6483871,49.2237,-123.1636,24
vancouver,1984,1,Winter,10.96942181,28.6,1.598387097,-6.7,6.283904453,77.48387097,49.2237,-123.1636,24
vancouver,1984,2,Winter,13.0470936,29.25,2.311034483,-1.4,7.679064039,62.15517241,49.2237,-123.1636,24
vancouver,1984,3,Spring,13.86451613,31.31,4.001612903,0.2,8.933064516,46.33870968,49.2237,-123.1636,24
vancouver,1984,4,Spring,15.69021907,33.79,4.085333333,0.9,9.887776203,39.04333333,49.2237,-123.1636,24
vancouver,1984,5,Spring,16.81314516,31.23,6.908387097,4.8,11.86076613,47.81935484,49.2237,-123.1636,24
vancouver,1984,6,Summer,18.517,25.4,10.35333333,7.4,14.43516667,33.12333333,49.2237,-123.1636,24
vancouver,1984,7,Summer,21.09290323,33.29,11.74903226,3.42,16.42096774,10.02258065,49.2237,-123.1636,24
vancouver,1984,8,Summer,21.4556163,33.41,12.12941154,8.081757746,16.79251392,7.567608658,49.2237,-123.1636,24
vancouver,1984,9,Fall,18.302,33.79,8.814444444,4.4,13.55822222,17.60666667,49.2237,-123.1636,24
vancouver,1984,10,Fall,14.05741935,25.44,5.746129032,0.2,9.901774194,48.32258065,49.2237,-123.1636,24
vancouver,1984,11,Fall,11.29486111,20.86,2.076857143,-5.9,6.685859127,76.63666667,49.2237,-123.1636,24
vancouver,1985,0,Winter,8.207050691,26.72,-1.803225806,-11.3,3.201912442,59.65376344,49.2237,-123.1636,24
vancouver,1985,1,Winter,10.18231881,35.17,-2.168007815,-11.3,4.007155496,15.42106488,49.2237,-123.1636,24
vancouver,1985,2,Winter,9.423571429,22.08,-0.7292857143,-6.7,4.347142857,41.01071429,49.2237,-123.1636,24
vancouver,1985,3,Spring,12.58062398,28.53,1.808443798,-2.4,7.194533889,31.96438285,49.2237,-123.1636,24
vancouver,1985,4,Spring,13.788,21.33,4.578333333,0.6,9.183166667,37.62,49.2237,-123.1636,24
vancouver,1985,5,Spring,17.69874552,34.61,7.116129032,2.7,12.40743728,22.17096774,49.2237,-123.1636,24
vancouver,1985,6,Summer,19.15316667,28.47,9.73,7.1,14.44158333,18.52,49.2237,-123.1636,24
vancouver,1985,7,Summer,24.38193548,33.29,12.71903226,-3.69,18.55048387,16.53548387,49.2237,-123.1636,24
vancouver,1985,8,Summer,21.83182796,27.8,11.49645161,8.14,16.66413978,16.32903226,49.2237,-123.1636,24
vancouver,1985,9,Fall,18.49292593,30.69,8.513333333,4,13.50312963,25.08,49.2237,-123.1636,24
vancouver,1985,10,Fall,14.97413978,25.14,5.727096774,-0.5,10.35061828,61.11935484,49.2237,-123.1636,24
vancouver,1985,11,Fall,7.625380952,20.67,-3.421,-14.3,2.102190476,33.59127274,49.2237,-123.1636,24
vancouver,1986,0,Winter,10.38967742,32.66,-1.631935484,-12.5,4.378870968,20.20048745,49.2237,-123.1636,24
vancouver,1986,1,Winter,11.86816564,24.97777778,2.104435484,-2.4,6.986300563,83.3,49.2237,-123.1636,24
vancouver,1986,2,Winter,9.814285714,28.77,-0.425,-10.4,4.694642857,50.16309524,49.2237,-123.1636,24
vancouver,1986,3,Spring,15.11677419,31.23,3.451612903,-0.2,9.284193548,36.02580645,49.2237,-123.1636,24
vancouver,1986,4,Spring,16.28670856,31.31,3.913333333,-0.1,10.10002095,38.33333333,49.2237,-123.1636,24
vancouver,1986,5,Spring,16.84182796,31.23,7.405483871,-0.1,12.12365591,38.50967742,49.2237,-123.1636,24
vancouver,1986,6,Summer,20.85733333,30.69,10.498,2.54,15.67766667,14.24333333,49.2237,-123.1636,24
vancouver,1986,7,Summer,19.73572383,28.82,10.98134702,4.18,15.35853542,19.09664092,49.2237,-123.1636,24
vancouver,1986,8,Summer,23.26419355,33.18,13.6516129,10.9,18.45790323,2.451612903,49.2237,-123.1636,24
vancouver,1986,9,Fall,19.75744444,28.09,9.673333333,6,14.71538889,34.06333333,49.2237,-123.1636,24
vancouver,1986,10,Fall,14.91967742,23.27,5.822580645,2.3,10.37112903,21.75806452,49.2237,-123.1636,24
vancouver,1986,11,Fall,12.43379022,22.85,3.228666667,-2.3,7.831228445,65.46666667,49.2237,-123.1636,24
vancouver,1987,0,Winter,10.85121352,23.45,1.946344086,-4,6.398778802,65.57419355,49.2237,-123.1636,24
vancouver,1987,1,Winter,11.24774824,24.1,1.416508314,-4.4,6.332128276,51.83166396,49.2237,-123.1636,24
vancouver,1987,2,Winter,12.57479592,20.66,2.553214286,-2,7.564005102,26.71428571,49.2237,-123.1636,24
vancouver,1987,3,Spring,14.41623656,32.38,3.689539171,-2,9.052887865,58.67096774,49.2237,-123.1636,24
vancouver,1987,4,Spring,19.12833333,34.47,5.313,2.7,12.22066667,25.75,49.2237,-123.1636,24
vancouver,1987,5,Spring,17.32451613,33.62,8.233548387,5.9,12.77903226,36.22580645,49.2237,-123.1636,24
vancouver,1987,6,Summer,19.94766667,32.47,10.39333333,5.67,15.1705,11.29,49.2237,-123.1636,24
vancouver,1987,7,Summer,20.69787436,33.29,12.62586315,5.67,16.66186876,26.19377353,49.2237,-123.1636,24
vancouver,1987,8,Summer,21.35980985,33.48,12.08457283,5.67,16.72219134,16.07083446,49.2237,-123.1636,24
vancouver,1987,9,Fall,20.05655556,33.41,10.537,4.61,15.29677778,14.74333333,49.2237,-123.1636,24
vancouver,1987,10,Fall,17.39451613,31.31,6.11,0.63,11.75225806,14.80564516,49.2237,-123.1636,24
vancouver,1987,11,Fall,12.779,18.93,5.074666667,-1.7,8.926833333,55.85333333,49.2237,-123.1636,24
vancouver,1988,0,Winter,10.06387097,23.92,0.8228136201,-4.1,5.443342294,58.96612903,49.2237,-123.1636,24
vancouver,1988,1,Winter,10.1988421,29.25,0.2548313578,-6.5,5.226836731,34.08803877,49.2237,-123.1636,24
vancouver,1988,2,Winter,12.51406614,31.84,1.557586207,-8,7.035826171,30.62413793,49.2237,-123.1636,24
vancouver,1988,3,Spring,13.09236712,30.32,3.225483871,-1.6,8.158925495,53.51290323,49.2237,-123.1636,24
vancouver,1988,4,Spring,16.08666667,29.98,5.393666667,1.2,10.74016667,35.59666667,49.2237,-123.1636,24
vancouver,1988,5,Spring,18.07456791,34.61,7.527476056,3.9,12.80102198,55.82889898,49.2237,-123.1636,24
vancouver,1988,6,Summer,19.16933333,25.4,9.804666667,4.82,14.487,17.75,49.2237,-123.1636,24
vancouver,1988,7,Summer,21.46,33.41,11.92322581,7.26,16.6916129,7.387096774,49.2237,-123.1636,24
vancouver,1988,8,Summer,22.0983871,33.29,12.33387097,5.67,17.21612903,8.967741935,49.2237,-123.1636,24
vancouver,1988,9,Fall,18.056,30.69,9.386666667,5.7,13.72133333,31.00666667,49.2237,-123.1636,24
vancouver,1988,10,Fall,16.94532258,30.69,7.369758065,1.2,12.15754032,39.94516129,49.2237,-123.1636,24
vancouver,1988,11,Fall,12.53707464,24.52,4.172333333,-0.1,8.354703989,77.46666667,49.2237,-123.1636,24
vancouver,1989,0,Winter,12.49709677,29.12,1.353225806,-2.8,6.92516129,58.84516129,49.2237,-123.1636,24
vancouver,1989,1,Winter,11.38896849,27.96,0.7969175627,-3.1,6.092943026,49.90322581,49.2237,-123.1636,24
vancouver,1989,2,Winter,10.71153067,32.66,-2.512896825,-11.2,4.099316921,36.37142857,49.2237,-123.1636,24
vancouver,1989,3,Spring,11.89252814,25.8,1.470645161,-5.2,6.681586651,44,49.2237,-123.1636,24
vancouver,1989,4,Spring,16.20380351,34.61,5.536058592,2,10.86993105,26.72319561,49.2237,-123.1636,24
vancouver,1989,5,Spring,17.74935484,26.88,7.886129032,4.8,12.81774194,33.98709677,49.2237,-123.1636,24
vancouver,1989,6,Summer,21.22233333,33.48,11.03333333,8.1,16.12783333,18.83333333,49.2237,-123.1636,24
vancouver,1989,7,Summer,22.52580645,33.41,12.47096774,10.6,17.4983871,10.58064516,49.2237,-123.1636,24
vancouver,1989,8,Summer,20.47555857,30.48,12.13662172,5.67,16.30609015,35.93830984,49.2237,-123.1636,24
vancouver,1989,9,Fall,22.032,33.62,9.99,7.4,16.011,6.993333333,49.2237,-123.1636,24
vancouver,1989,10,Fall,15.9018894,29.99,6.52,-1.3,11.2109447,32.59677419,49.2237,-123.1636,24
vancouver,1989,11,Fall,12.77168254,23.44,3.313481481,-1.6,8.042582011,73.43333333,49.2237,-123.1636,24
vancouver,1990,0,Winter,10.40697133,23.75,2.024731183,-2.3,6.215851254,45.51290323,49.2237,-123.1636,24
vancouver,1990,1,Winter,9.740829493,19.2,0.8225806452,-2.6,5.281705069,64.23225806,49.2237,-123.1636,24
vancouver,1990,2,Winter,12.36,28.59,-1.152142857,-11,5.603928571,49.34642857,49.2237,-123.1636,24
vancouver,1990,3,Spring,13.02207373,27.84,1.283870968,-1.7,7.15297235,45.16129032,49.2237,-123.1636,24
vancouver,1990,4,Spring,15.96216667,30.32,5.622666667,2.9,10.79241667,34.99666667,49.2237,-123.1636,24
vancouver,1990,5,Spring,18.1084639,35.23,7.903225806,2.9,13.00584485,18.31612903,49.2237,-123.1636,24
vancouver,1990,6,Summer,19.85033333,33.29,10.51733333,3.82,15.18383333,42.39666667,49.2237,-123.1636,24
vancouver,1990,7,Summer,22.35354839,33.04,13.87612903,10.86,18.11483871,11.23870968,49.2237,-123.1636,24
vancouver,1990,8,Summer,24.40314516,33.18,13.37967742,5.67,18.89141129,21.81290323,49.2237,-123.1636,24
vancouver,1990,9,Fall,18.80147018,24.5,11.18072526,6.6,14.99109772,15.62652895,49.2237,-123.1636,24
vancouver,1990,10,Fall,16.02412186,21.92,5.824193548,2.9,10.92415771,39.33548387,49.2237,-123.1636,24
vancouver,1990,11,Fall,12.23529245,23.29,3.306020502,-0.9,7.770656474,94.7,49.2237,-123.1636,24
vancouver,1991,0,Winter,11.02589606,31.41,-0.6435747368,-13.9,5.19116066,69.96774194,49.2237,-123.1636,24
vancouver,1991,1,Winter,9.303177242,26.72,-0.7121446616,-9.1,4.29551629,65.34202361,49.2237,-123.1636,24
vancouver,1991,2,Winter,13.59520408,32.38,3.3025,-1,8.448852041,57.96428571,49.2237,-123.1636,24
vancouver,1991,3,Spring,12.86225806,32.38,1.362903226,-2.6,7.112580645,41.61290323,49.2237,-123.1636,24
vancouver,1991,4,Spring,15.2382963,34.47,4.254,0.2,9.746148148,50.34333333,49.2237,-123.1636,24
vancouver,1991,5,Spring,16.93225806,26.88,7.898064516,4.3,12.41516129,22.25483871,49.2237,-123.1636,24
vancouver,1991,6,Summer,18.362,28,9.596333333,5.16,13.97916667,19.08333333,49.2237,-123.1636,24
vancouver,1991,7,Summer,21.0783871,33.29,12.14419355,6.56,16.61129032,14.63870968,49.2237,-123.1636,24
vancouver,1991,8,Summer,21.43702509,32.34,12.95225806,5.34,17.19464158,69.75080645,49.2237,-123.1636,24
vancouver,1991,9,Fall,21.59766667,35.23,10.21333333,7.1,15.9055,13.51333333,49.2237,-123.1636,24
vancouver,1991,10,Fall,15.81758065,25.85,4.180645161,-4.7,9.999112903,16.68028674,49.2237,-123.1636,24
vancouver,1991,11,Fall,13.58971429,24.33,3.179,-1.6,8.384357143,63.56666667,49.2237,-123.1636,24
